application_id,trial,application_class,strategy,api_dependency,kernel_dependency,hardware_dependency,licensing_dependency,packaging_support,compatibility_outcome,compatibility_score,setup_effort,runtime_overhead,integration_score,windows_dependency_retained,random_seed,score_before_noise,score_after_penalties,dependency_risk_index,notes
APP-0482,2,enterprise_legacy,virtualisation,high,none,none,offline_activation,app_profile,full,87.05,44.99,29.5,47.59,1,42,90,86.2,26.0,synthetic row; not a real application benchmark
APP-0483,3,enterprise_legacy,virtualisation,high,none,standard_device,online_activation,app_profile,full,81.25,53.54,27.4,44.83,1,42,90,81.1,39.2,synthetic row; not a real application benchmark
APP-0484,4,enterprise_legacy,virtualisation,medium,service,none,online_activation,app_profile,full,86.82,46.97,23.93,44.17,1,42,90,81.95,40.75,synthetic row; not a real application benchmark
APP-0485,5,enterprise_legacy,virtualisation,medium,kernel_driver,standard_device,offline_activation,app_profile,partial,74.41,58.64,26.07,41.29,1,42,90,74.85,66.95,synthetic row; not a real application benchmark
APP-0486,6,enterprise_legacy,virtualisation,high,service,none,online_activation,app_profile,full,80.59,48.09,25.18,52.28,1,42,90,80.95,50.75,synthetic row; not a real application benchmark
APP-0487,7,enterprise_legacy,virtualisation,high,none,none,online_activation,app_profile,full,100.0,50.44,25.04,54.68,1,42,90,84.7,32.0,synthetic row; not a real application benchmark
APP-0488,8,enterprise_legacy,virtualisation,high,service,standard_device,offline_activation,app_profile,partial,70.18,51.52,29.79,46.65,1,42,90,78.85,51.95,synthetic row; not a real application benchmark
APP-0489,9,enterprise_legacy,virtualisation,medium,none,none,online_activation,app_profile,full,92.39,51.01,25.71,43.67,1,42,90,85.7,22.0,synthetic row; not a real application benchmark
APP-0490,10,enterprise_legacy,virtualisation,high,none,proprietary_device,hardware_dongle,app_profile,partial,72.82,53.05,25.07,44.22,1,42,90,71.3,65.8,synthetic row; not a real application benchmark
APP-0491,11,enterprise_legacy,virtualisation,high,service,standard_device,online_activation,app_profile,partial,73.62,50.02,25.86,46.79,1,42,90,77.35,57.95,synthetic row; not a real application benchmark
APP-0492,12,enterprise_legacy,virtualisation,high,service,none,online_activation,app_profile,full,81.35,46.63,31.11,46.63,1,42,90,80.95,50.75,synthetic row; not a real application benchmark
APP-0493,13,enterprise_legacy,virtualisation,high,none,proprietary_device,offline_activation,app_profile,full,86.91,57.61,28.76,46.91,1,42,90,76.3,45.8,synthetic row; not a real application benchmark
APP-0494,14,enterprise_legacy,virtualisation,medium,service,standard_device,online_activation,app_profile,partial,70.15,43.64,26.52,41.91,1,42,90,78.35,47.95,synthetic row; not a real application benchmark
APP-0495,15,enterprise_legacy,virtualisation,high,service,proprietary_device,online_activation,app_profile,partial,69.76,57.84,29.5,46.84,1,42,90,71.05,70.55,synthetic row; not a real application benchmark
APP-0496,16,enterprise_legacy,virtualisation,high,service,none,online_activation,app_profile,full,80.28,51.82,29.16,51.59,1,42,90,80.95,50.75,synthetic row; not a real application benchmark
APP-0497,17,enterprise_legacy,virtualisation,high,service,none,online_activation,app_profile,full,83.66,65.38,24.02,43.99,1,42,90,80.95,50.75,synthetic row; not a real application benchmark
APP-0498,18,enterprise_legacy,virtualisation,high,none,standard_device,online_activation,app_profile,full,85.62,55.95,27.69,43.56,1,42,90,81.1,39.2,synthetic row; not a real application benchmark
APP-0499,19,enterprise_legacy,virtualisation,high,service,none,none,app_profile,full,85.58,49.19,27.68,46.87,1,42,90,84.45,36.75,synthetic row; not a real application benchmark
APP-0500,20,enterprise_legacy,virtualisation,medium,service,none,online_activation,app_profile,full,78.19,50.69,25.35,47.61,1,42,90,81.95,40.75,synthetic row; not a real application benchmark
APP-0501,1,games,native_linux,high,none,none,online_activation,app_profile,full,90.03,11.23,0.13,95.84,0,42,95,92.2,32.0,synthetic row; not a real application benchmark
APP-0502,2,games,native_linux,high,none,standard_device,offline_activation,app_profile,full,89.55,11.27,6.52,95.53,0,42,95,91.4,33.2,synthetic row; not a real application benchmark
APP-0503,3,games,native_linux,high,service,none,online_activation,app_profile,full,91.66,16.93,4.03,91.67,0,42,95,89.95,50.75,synthetic row; not a real application benchmark
APP-0504,4,games,native_linux,high,none,standard_device,none,app_profile,full,91.07,11.56,3.8,95.89,0,42,95,93.0,25.2,synthetic row; not a real application benchmark
APP-0505,5,games,native_linux,medium,none,standard_device,hardware_dongle,app_profile,full,85.08,9.96,6.66,94.54,0,42,95,87.4,43.2,synthetic row; not a real application benchmark
APP-0506,6,games,native_linux,medium,service,none,online_activation,app_profile,full,82.08,6.34,5.96,97.05,0,42,95,89.95,40.75,synthetic row; not a real application benchmark
APP-0507,7,games,native_linux,medium,service,standard_device,online_activation,app_profile,full,87.01,10.03,6.07,92.26,0,42,95,87.95,47.95,synthetic row; not a real application benchmark
APP-0508,8,games,native_linux,high,none,standard_device,none,app_profile,full,100.0,9.84,0.0,98.71,0,42,95,93.0,25.2,synthetic row; not a real application benchmark
APP-0509,9,games,native_linux,high,service,none,none,app_profile,full,92.61,9.29,5.63,94.58,0,42,95,92.75,36.75,synthetic row; not a real application benchmark
APP-0510,10,games,native_linux,high,none,standard_device,offline_activation,app_profile,full,83.92,10.57,2.41,95.63,0,42,95,91.4,33.2,synthetic row; not a real application benchmark
APP-0511,11,games,native_linux,high,kernel_driver,standard_device,offline_activation,app_profile,full,95.33,12.33,8.74,96.24,0,42,95,86.15,76.95,synthetic row; not a real application benchmark
APP-0512,12,games,native_linux,high,none,none,offline_activation,app_profile,full,93.55,7.1,0.0,100.0,0,42,95,93.4,26.0,synthetic row; not a real application benchmark
APP-0513,13,games,native_linux,high,none,standard_device,none,app_profile,full,88.53,0.0,5.09,99.48,0,42,95,93.0,25.2,synthetic row; not a real application benchmark
APP-0514,14,games,native_linux,high,none,none,online_activation,app_profile,full,87.06,6.3,5.49,97.55,0,42,95,92.2,32.0,synthetic row; not a real application benchmark
APP-0515,15,games,native_linux,high,kernel_driver,none,none,app_profile,full,87.9,11.11,0.83,97.62,0,42,95,89.75,61.75,synthetic row; not a real application benchmark
APP-0516,16,games,native_linux,high,none,standard_device,none,app_profile,full,85.23,6.14,2.01,100.0,0,42,95,93.0,25.2,synthetic row; not a real application benchmark
APP-0517,17,games,native_linux,high,kernel_driver,none,online_activation,app_profile,full,84.59,11.0,9.09,95.0,0,42,95,86.95,75.75,synthetic row; not a real application benchmark
APP-0518,18,games,native_linux,high,none,none,online_activation,app_profile,full,90.78,11.74,0.54,100.0,0,42,95,92.2,32.0,synthetic row; not a real application benchmark
APP-0519,19,games,native_linux,high,none,none,online_activation,app_profile,full,86.39,10.3,3.93,97.14,0,42,95,92.2,32.0,synthetic row; not a real application benchmark
APP-0520,20,games,native_linux,high,none,none,offline_activation,app_profile,full,89.97,14.29,3.64,100.0,0,42,95,93.4,26.0,synthetic row; not a real application benchmark
APP-0521,1,games,wine_like,high,none,standard_device,none,raw,failed,33.42,84.49,12.78,59.74,0,42,65,34.1,25.2,synthetic row; not a real application benchmark
APP-0522,2,games,wine_like,medium,none,none,online_activation,managed_prefix,partial,50.68,72.86,9.96,65.22,0,42,65,44.9,22.0,synthetic row; not a real application benchmark
APP-0523,3,games,wine_like,medium,service,standard_device,offline_activation,raw,failed,12.53,83.39,10.57,60.27,0,42,65,20.0,41.95,synthetic row; not a real application benchmark
APP-0524,4,games,wine_like,high,none,none,none,raw,partial,45.79,73.91,11.88,63.33,0,42,65,41.7,18.0,synthetic row; not a real application benchmark
APP-0525,5,games,wine_like,high,none,standard_device,offline_activation,raw,failed,28.62,83.18,17.08,60.43,0,42,65,26.5,33.2,synthetic row; not a real application benchmark
APP-0526,6,games,wine_like,high,service,standard_device,none,raw,failed,31.45,82.01,14.34,55.85,0,42,65,19.1,43.95,synthetic row; not a real application benchmark
APP-0527,7,games,wine_like,medium,service,standard_device,none,raw,failed,32.53,84.15,13.86,56.89,0,42,65,27.6,33.95,synthetic row; not a real application benchmark
APP-0528,8,games,wine_like,high,kernel_driver,none,online_activation,raw,failed,0.0,86.59,16.23,57.78,0,42,65,-6.6,75.75,synthetic row; not a real application benchmark
APP-0529,9,games,wine_like,high,kernel_driver,standard_device,online_activation,raw,failed,0.0,92.22,15.8,52.59,0,42,65,-14.2,82.95,synthetic row; not a real application benchmark
APP-0530,10,games,wine_like,high,service,none,offline_activation,managed_prefix,failed,22.58,71.16,12.46,67.04,0,42,65,27.1,44.75,synthetic row; not a real application benchmark
APP-0531,11,games,wine_like,high,kernel_driver,proprietary_device,online_activation,raw,failed,0.0,99.14,13.9,55.54,0,42,65,-27.5,95.55,synthetic row; not a real application benchmark
APP-0532,12,games,wine_like,high,kernel_driver,none,online_activation,raw,failed,0.0,88.25,14.86,61.84,0,42,65,-6.6,75.75,synthetic row; not a real application benchmark
APP-0533,13,games,wine_like,high,none,none,hardware_dongle,raw,failed,13.66,78.14,11.69,63.27,0,42,65,15.1,46.0,synthetic row; not a real application benchmark
APP-0534,14,games,wine_like,high,none,none,offline_activation,raw,failed,35.04,78.28,16.66,65.63,0,42,65,34.1,26.0,synthetic row; not a real application benchmark
APP-0535,15,games,wine_like,medium,none,none,none,raw,partial,45.63,78.2,10.59,64.76,0,42,65,50.2,8.0,synthetic row; not a real application benchmark
APP-0536,16,games,wine_like,medium,none,none,online_activation,managed_prefix,partial,45.01,59.02,15.29,68.55,0,42,65,44.9,22.0,synthetic row; not a real application benchmark
APP-0537,17,games,wine_like,medium,service,none,online_activation,managed_prefix,failed,38.81,79.29,14.12,67.6,0,42,65,29.9,40.75,synthetic row; not a real application benchmark
APP-0538,18,games,wine_like,high,none,standard_device,offline_activation,raw,failed,22.83,84.37,13.83,62.4,0,42,65,26.5,33.2,synthetic row; not a real application benchmark
APP-0539,19,games,wine_like,medium,none,none,none,managed_prefix,partial,53.71,68.78,12.59,74.57,0,42,65,58.2,8.0,synthetic row; not a real application benchmark
APP-0540,20,games,wine_like,high,none,none,online_activation,managed_prefix,failed,38.21,68.71,8.92,66.09,0,42,65,36.4,32.0,synthetic row; not a real application benchmark
APP-0541,1,games,proton_like,high,none,standard_device,online_activation,app_profile,partial,62.42,38.17,11.29,90.41,0,42,78,63.9,39.2,synthetic row; not a real application benchmark
APP-0542,2,games,proton_like,high,none,none,offline_activation,managed_prefix,full,76.9,39.93,11.31,85.47,0,42,78,75.7,26.0,synthetic row; not a real application benchmark
APP-0543,3,games,proton_like,high,service,none,offline_activation,app_profile,partial,61.67,35.88,11.51,83.29,0,42,78,61.45,44.75,synthetic row; not a real application benchmark
APP-0544,4,games,proton_like,high,service,none,offline_activation,app_profile,partial,61.94,44.06,9.55,81.09,0,42,78,61.45,44.75,synthetic row; not a real application benchmark
APP-0545,5,games,proton_like,high,none,none,hardware_dongle,app_profile,partial,60.65,32.68,9.72,86.27,0,42,78,57.7,46.0,synthetic row; not a real application benchmark
APP-0546,6,games,proton_like,medium,none,standard_device,offline_activation,managed_prefix,partial,65.31,36.47,5.76,74.14,0,42,78,68.8,23.2,synthetic row; not a real application benchmark
APP-0547,7,games,proton_like,medium,none,none,offline_activation,app_profile,partial,69.98,28.71,7.59,92.08,0,42,78,75.2,16.0,synthetic row; not a real application benchmark
APP-0548,8,games,proton_like,medium,kernel_driver,none,online_activation,app_profile,failed,36.26,35.74,10.54,79.81,0,42,78,36.55,65.75,synthetic row; not a real application benchmark
APP-0549,9,games,proton_like,high,none,standard_device,online_activation,app_profile,partial,63.48,32.83,10.42,81.92,0,42,78,63.9,39.2,synthetic row; not a real application benchmark
APP-0550,10,games,proton_like,high,none,none,online_activation,managed_prefix,full,82.9,45.84,12.41,85.18,0,42,78,70.3,32.0,synthetic row; not a real application benchmark
APP-0551,11,games,proton_like,high,none,standard_device,none,app_profile,full,79.29,34.11,10.83,89.68,0,42,78,76.5,25.2,synthetic row; not a real application benchmark
APP-0552,12,games,proton_like,high,none,none,online_activation,app_profile,partial,70.8,31.81,8.56,83.4,0,42,78,70.3,32.0,synthetic row; not a real application benchmark
APP-0553,13,games,proton_like,high,kernel_driver,standard_device,online_activation,app_profile,failed,36.19,44.47,12.21,76.18,0,42,78,30.65,82.95,synthetic row; not a real application benchmark
APP-0554,14,games,proton_like,high,kernel_driver,none,none,managed_prefix,partial,49.69,49.67,10.22,69.5,0,42,78,49.65,61.75,synthetic row; not a real application benchmark
APP-0555,15,games,proton_like,high,service,standard_device,online_activation,app_profile,partial,45.62,41.51,11.73,79.91,0,42,78,49.65,57.95,synthetic row; not a real application benchmark
APP-0556,16,games,proton_like,high,none,standard_device,online_activation,managed_prefix,partial,62.11,45.45,10.59,69.42,0,42,78,63.9,39.2,synthetic row; not a real application benchmark
APP-0557,17,games,proton_like,medium,kernel_driver,none,offline_activation,app_profile,failed,40.34,33.37,10.85,79.44,0,42,78,41.95,59.75,synthetic row; not a real application benchmark
APP-0558,18,games,proton_like,medium,service,none,online_activation,app_profile,partial,55.53,31.68,11.2,87.0,0,42,78,55.55,40.75,synthetic row; not a real application benchmark
APP-0559,19,games,proton_like,high,none,none,online_activation,app_profile,partial,69.36,35.31,11.31,81.08,0,42,78,70.3,32.0,synthetic row; not a real application benchmark
APP-0560,20,games,proton_like,high,none,none,online_activation,app_profile,partial,63.15,41.44,8.58,86.67,0,42,78,70.3,32.0,synthetic row; not a real application benchmark
APP-0561,1,games,managed_prefix,high,none,standard_device,offline_activation,managed_prefix,partial,51.41,44.53,14.69,75.87,0,42,72,49.9,33.2,synthetic row; not a real application benchmark
APP-0562,2,games,managed_prefix,high,kernel_driver,none,online_activation,managed_prefix,failed,6.85,42.94,14.51,69.8,0,42,72,20.1,75.75,synthetic row; not a real application benchmark
APP-0563,3,games,managed_prefix,high,none,none,online_activation,app_profile,partial,52.86,34.21,10.1,81.25,0,42,72,54.6,32.0,synthetic row; not a real application benchmark
APP-0564,4,games,managed_prefix,high,service,standard_device,hardware_dongle,managed_prefix,failed,22.3,38.2,6.66,75.08,0,42,72,19.4,71.95,synthetic row; not a real application benchmark
APP-0565,5,games,managed_prefix,high,kernel_driver,none,online_activation,app_profile,failed,25.36,34.51,12.35,74.85,0,42,72,23.1,75.75,synthetic row; not a real application benchmark
APP-0566,6,games,managed_prefix,high,kernel_driver,none,offline_activation,managed_prefix,failed,35.08,40.68,12.06,70.49,0,42,72,25.2,69.75,synthetic row; not a real application benchmark
APP-0567,7,games,managed_prefix,high,service,none,online_activation,managed_prefix,failed,26.31,47.82,12.11,76.07,0,42,72,38.1,50.75,synthetic row; not a real application benchmark
APP-0568,8,games,managed_prefix,high,none,standard_device,hardware_dongle,managed_prefix,failed,36.69,39.5,11.37,73.42,0,42,72,32.9,53.2,synthetic row; not a real application benchmark
APP-0569,9,games,managed_prefix,high,none,standard_device,offline_activation,app_profile,partial,48.84,23.64,10.81,70.34,0,42,72,52.9,33.2,synthetic row; not a real application benchmark
APP-0570,10,games,managed_prefix,high,service,none,none,managed_prefix,failed,42.32,32.94,12.31,77.22,0,42,72,50.0,36.75,synthetic row; not a real application benchmark
APP-0571,11,games,managed_prefix,high,none,standard_device,online_activation,managed_prefix,failed,43.79,47.45,8.76,73.46,0,42,72,44.8,39.2,synthetic row; not a real application benchmark
APP-0572,12,games,managed_prefix,high,none,standard_device,hardware_dongle,app_profile,failed,27.92,36.48,13.61,80.43,0,42,72,35.9,53.2,synthetic row; not a real application benchmark
APP-0573,13,games,managed_prefix,high,service,none,hardware_dongle,managed_prefix,failed,26.68,38.35,12.76,68.34,0,42,72,26.2,64.75,synthetic row; not a real application benchmark
APP-0574,14,games,managed_prefix,high,none,none,online_activation,managed_prefix,partial,54.21,32.9,10.72,77.09,0,42,72,51.6,32.0,synthetic row; not a real application benchmark
APP-0575,15,games,managed_prefix,medium,none,none,online_activation,app_profile,partial,70.06,26.11,13.16,82.24,0,42,72,62.1,22.0,synthetic row; not a real application benchmark
APP-0576,16,games,managed_prefix,medium,service,none,offline_activation,managed_prefix,partial,53.77,41.62,12.02,71.97,0,42,72,50.7,34.75,synthetic row; not a real application benchmark
APP-0577,17,games,managed_prefix,high,kernel_driver,standard_device,online_activation,managed_prefix,failed,19.5,49.44,11.76,67.1,0,42,72,13.3,82.95,synthetic row; not a real application benchmark
APP-0578,18,games,managed_prefix,low,kernel_driver,none,online_activation,managed_prefix,failed,39.58,40.21,7.94,70.54,0,42,72,33.6,57.75,synthetic row; not a real application benchmark
APP-0579,19,games,managed_prefix,high,none,none,offline_activation,managed_prefix,partial,50.12,30.44,14.05,80.78,0,42,72,56.7,26.0,synthetic row; not a real application benchmark
APP-0580,20,games,managed_prefix,medium,kernel_driver,none,online_activation,managed_prefix,failed,36.26,43.95,11.43,68.08,0,42,72,27.6,65.75,synthetic row; not a real application benchmark
APP-0581,1,games,virtualisation,high,service,none,none,app_profile,full,86.3,47.41,25.87,43.72,1,42,90,84.45,36.75,synthetic row; not a real application benchmark
APP-0582,2,games,virtualisation,high,service,none,offline_activation,app_profile,full,82.32,54.48,28.66,43.43,1,42,90,82.45,44.75,synthetic row; not a real application benchmark
APP-0583,3,games,virtualisation,high,kernel_driver,none,online_activation,app_profile,full,76.35,47.8,28.42,40.13,1,42,90,75.95,75.75,synthetic row; not a real application benchmark
APP-0584,4,games,virtualisation,high,none,none,hardware_dongle,app_profile,full,77.95,52.6,24.98,44.56,1,42,90,81.2,46.0,synthetic row; not a real application benchmark
APP-0585,5,games,virtualisation,high,none,standard_device,offline_activation,app_profile,full,87.55,39.14,25.39,44.92,1,42,90,82.6,33.2,synthetic row; not a real application benchmark
APP-0586,6,games,virtualisation,high,kernel_driver,standard_device,online_activation,app_profile,full,75.28,59.08,24.26,49.75,1,42,90,72.35,82.95,synthetic row; not a real application benchmark
APP-0587,7,games,virtualisation,high,none,none,online_activation,app_profile,full,82.23,52.61,22.68,48.74,1,42,90,84.7,32.0,synthetic row; not a real application benchmark
APP-0588,8,games,virtualisation,high,none,standard_device,online_activation,app_profile,full,79.38,54.42,26.38,43.83,1,42,90,81.1,39.2,synthetic row; not a real application benchmark
APP-0589,9,games,virtualisation,high,none,standard_device,online_activation,app_profile,full,82.27,44.94,22.98,49.1,1,42,90,81.1,39.2,synthetic row; not a real application benchmark
APP-0590,10,games,virtualisation,high,none,none,offline_activation,app_profile,full,79.14,54.8,26.5,47.32,1,42,90,86.2,26.0,synthetic row; not a real application benchmark
APP-0591,11,games,virtualisation,medium,kernel_driver,standard_device,online_activation,app_profile,partial,69.47,60.17,25.88,37.98,1,42,90,73.35,72.95,synthetic row; not a real application benchmark
APP-0592,12,games,virtualisation,high,none,standard_device,offline_activation,app_profile,full,86.72,42.55,28.6,50.68,1,42,90,82.6,33.2,synthetic row; not a real application benchmark
APP-0593,13,games,virtualisation,medium,none,none,online_activation,app_profile,full,89.27,43.72,21.5,44.5,1,42,90,85.7,22.0,synthetic row; not a real application benchmark
APP-0594,14,games,virtualisation,medium,none,standard_device,online_activation,app_profile,partial,71.46,54.29,27.09,43.2,1,42,90,82.1,29.2,synthetic row; not a real application benchmark
APP-0595,15,games,virtualisation,high,kernel_driver,none,none,app_profile,full,84.93,50.58,27.26,43.68,1,42,90,79.45,61.75,synthetic row; not a real application benchmark
APP-0596,16,games,virtualisation,high,service,none,none,app_profile,full,79.21,52.71,24.45,45.88,1,42,90,84.45,36.75,synthetic row; not a real application benchmark
APP-0597,17,games,virtualisation,high,kernel_driver,standard_device,online_activation,app_profile,partial,68.97,63.18,26.72,41.95,1,42,90,72.35,82.95,synthetic row; not a real application benchmark
APP-0598,18,games,virtualisation,high,none,none,online_activation,app_profile,full,86.78,49.58,27.5,46.26,1,42,90,84.7,32.0,synthetic row; not a real application benchmark
APP-0599,19,games,virtualisation,high,none,none,none,app_profile,full,91.75,51.72,23.85,46.06,1,42,90,88.2,18.0,synthetic row; not a real application benchmark
APP-0600,20,games,virtualisation,medium,kernel_driver,standard_device,online_activation,app_profile,partial,66.65,55.8,27.7,41.14,1,42,90,73.35,72.95,synthetic row; not a real application benchmark
